#\*l[\oA]	F(\*l)
 10744.7  9.97779e-01
 10745.3  9.88894e-01
 10745.9  9.94874e-01
 10746.6  9.99306e-01
 10747.2  1.00543e+00
 10747.8  1.01752e+00
 10748.5  1.00761e+00
 10749.1  1.00936e+00
 10749.7  1.03071e+00
 10750.4  1.01847e+00
 10751.0  1.01029e+00
 10751.6  1.00773e+00
 10752.3  9.96089e-01
 10752.9  1.01100e+00
 10753.6  1.01560e+00
 10754.2  1.01781e+00
 10754.8  1.02275e+00
 10755.5  1.01891e+00
 10756.1  9.96076e-01
 10756.7  9.87725e-01
 10757.4  9.96223e-01
 10758.0  9.85765e-01
 10758.6  9.79086e-01
 10759.3  9.83429e-01
 10759.9  9.81483e-01
 10760.5  9.83418e-01
 10761.2  9.89583e-01
 10761.8  1.00807e+00
 10762.4  1.03085e+00
 10763.1  1.01915e+00
 10763.7  1.00355e+00
 10764.3  1.00650e+00
 10765.0  1.00000e+00
 10765.6  1.00993e+00
 10766.2  1.00056e+00
 10766.9  9.73754e-01
 10767.5  9.67047e-01
 10768.1  9.62401e-01
 10768.8  9.59800e-01
 10769.4  9.84132e-01
 10770.0  9.89558e-01
 10770.7  9.58310e-01
 10771.3  9.42882e-01
 10772.0  9.67952e-01
 10772.6  9.92386e-01
 10773.2  1.00634e+00
 10773.9  1.00998e+00
 10774.5  9.99061e-01
 10775.1  9.81427e-01
 10775.8  9.74686e-01
 10776.4  9.72771e-01
 10777.0  9.85460e-01
 10777.7  9.78772e-01
 10778.3  9.54700e-01
 10778.9  9.36907e-01
 10779.6  9.03569e-01
 10780.2  8.98963e-01
 10780.8  9.30145e-01
 10781.5  9.51240e-01
 10782.1  9.88619e-01
 10782.7  1.01253e+00
 10783.4  1.00109e+00
 10784.0  9.91755e-01
 10784.6  9.97030e-01
 10785.3  9.94447e-01
 10785.9  9.94693e-01
 10786.5  9.99860e-01
 10787.2  9.94970e-01
 10787.8  1.00906e+00
 10788.5  1.02156e+00
 10789.1  1.03230e+00
 10789.7  1.03820e+00
 10790.4  1.01111e+00
 10791.0  9.89263e-01
 10791.6  9.93368e-01
 10792.3  1.01414e+00
 10792.9  1.01900e+00
 10793.5  1.01063e+00
 10794.2  1.01150e+00
 10794.8  1.02656e+00
 10795.4  1.03507e+00
 10796.1  1.03210e+00
 10796.7  1.04835e+00
 10797.3  1.05585e+00
 10798.0  1.03994e+00
 10798.6  1.00570e+00
 10799.2  1.01762e+00
 10799.9  1.07798e+00
 10800.5  1.09193e+00
 10801.1  1.07623e+00
 10801.8  1.07710e+00
 10802.4  1.06862e+00
 10803.0  1.06870e+00
 10803.7  1.08891e+00
 10804.3  1.10490e+00
 10804.9  1.10611e+00
 10805.6  1.09221e+00
 10806.2  1.09643e+00
 10806.9  1.11404e+00
 10807.5  1.09277e+00
 10808.1  1.07604e+00
 10808.8  1.09152e+00
 10809.4  1.08103e+00
 10810.0  1.04105e+00
 10810.7  1.06150e+00
 10811.3  1.05768e+00
 10811.9  9.86252e-01
 10812.6  9.20634e-01
 10813.2  8.64350e-01
 10813.8  7.78662e-01
 10814.5  6.77395e-01
 10815.1  5.71504e-01
 10815.7  4.91147e-01
 10816.4  4.52761e-01
 10817.0  4.13421e-01
 10817.6  3.88515e-01
 10818.3  3.80757e-01
 10818.9  3.84322e-01
 10819.5  4.33672e-01
 10820.2  5.12226e-01
 10820.8  6.47780e-01
 10821.4  8.64374e-01
 10822.1  1.14860e+00
 10822.7  1.49425e+00
 10823.3  1.89726e+00
 10824.0  2.30622e+00
 10824.6  2.69996e+00
 10825.3  3.08576e+00
 10825.9  3.41699e+00
 10826.5  3.67449e+00
 10827.2  3.91385e+00
 10827.8  4.11562e+00
 10828.4  4.22327e+00
 10829.1  4.25998e+00
 10829.7  4.27406e+00
 10830.3  4.21895e+00
 10831.0  3.97104e+00
 10831.6  3.78207e+00
 10832.2  3.83554e+00
 10832.9  3.71604e+00
 10833.5  3.42395e+00
 10834.1  3.26104e+00
 10834.8  3.09826e+00
 10835.4  2.90149e+00
 10836.0  2.72474e+00
 10836.7  2.51457e+00
 10837.3  2.31367e+00
 10837.9  2.17139e+00
 10838.6  2.03294e+00
 10839.2  1.86712e+00
 10839.8  1.71587e+00
 10840.5  1.62013e+00
 10841.1  1.54740e+00
 10841.7  1.47111e+00
 10842.4  1.38314e+00
 10843.0  1.37140e+00
 10843.7  1.36684e+00
 10844.3  1.29953e+00
 10844.9  1.28010e+00
 10845.6  1.27596e+00
 10846.2  1.26985e+00
 10846.8  1.28297e+00
 10847.5  1.30680e+00
 10848.1  1.33582e+00
 10848.7  1.38111e+00
 10849.4  1.46216e+00
 10850.0  1.52145e+00
 10850.6  1.57176e+00
 10851.3  1.64926e+00
 10851.9  1.72622e+00
 10852.5  1.78669e+00
 10853.2  1.83400e+00
 10853.8  1.86505e+00
 10854.4  1.88866e+00
 10855.1  1.92239e+00
 10855.7  1.89790e+00
 10856.3  1.82225e+00
 10857.0  1.86317e+00
 10857.6  1.97274e+00
 10858.2  1.95397e+00
 10858.9  1.82195e+00
 10859.5  1.83762e+00
 10860.2  2.10712e+00
 10860.8  2.19663e+00
 10861.4  2.05049e+00
 10862.1  1.98823e+00
 10862.7  1.94827e+00
 10863.3  1.94730e+00
 10864.0  1.98901e+00
 10864.6  1.96977e+00
 10865.2  1.92669e+00
 10865.9  1.87327e+00
 10866.5  1.82848e+00
 10867.1  1.79225e+00
 10867.8  1.82843e+00
 10868.4  1.89358e+00
 10869.0  1.88979e+00
 10869.7  1.84187e+00
 10870.3  1.74405e+00
 10870.9  1.66349e+00
 10871.6  1.57949e+00
 10872.2  1.50055e+00
 10872.8  1.42418e+00
 10873.5  1.33708e+00
 10874.1  1.28747e+00
 10874.7  1.24056e+00
 10875.4  1.18360e+00
 10876.0  1.16681e+00
 10876.6  1.17126e+00
 10877.3  1.15836e+00
 10877.9  1.14440e+00
 10878.6  1.15106e+00
 10879.2  1.14712e+00
 10879.8  1.12199e+00
 10880.5  1.10821e+00
 10881.1  1.08152e+00
 10881.7  1.08509e+00
 10882.4  1.10248e+00
 10883.0  1.08238e+00
 10883.6  1.05266e+00
 10884.3  1.03581e+00
 10884.9  1.02309e+00
 10885.5  1.01000e+00
 10886.2  1.00599e+00
 10886.8  1.03424e+00
 10887.4  1.02150e+00
 10888.1  9.90861e-01
 10888.7  1.03909e+00
 10889.3  1.08280e+00
 10890.0  1.05784e+00
 10890.6  1.03253e+00
 10891.2  1.01208e+00
 10891.9  1.00865e+00
 10892.5  1.03133e+00
 10893.1  1.01662e+00
 10893.8  9.94456e-01
 10894.4  9.89953e-01
 10895.0  9.88267e-01
 10895.7  9.86617e-01
 10896.3  9.84352e-01
 10897.0  9.84571e-01
 10897.6  9.50614e-01
 10898.2  9.51041e-01
 10898.9  9.89568e-01
 10899.5  9.66126e-01
 10900.1  9.14904e-01
 10900.8  9.77312e-01
 10901.4  1.08869e+00
 10902.0  1.08118e+00
 10902.7  1.04110e+00
 10903.3  1.06858e+00
 10903.9  1.15322e+00
 10904.6  1.22263e+00
 10905.2  1.25388e+00
 10905.8  1.28249e+00
 10906.5  1.33840e+00
 10907.1  1.40709e+00
 10907.7  1.47479e+00
 10908.4  1.52108e+00
 10909.0  1.58585e+00
 10909.6  1.68192e+00
 10910.3  1.74112e+00
 10910.9  1.80352e+00
 10911.5  1.85887e+00
 10912.2  1.84570e+00
 10912.8  1.83208e+00
 10913.5  1.83964e+00
 10914.1  1.84153e+00
 10914.7  1.83310e+00
 10915.4  1.83452e+00
 10916.0  1.80376e+00
 10916.6  1.75462e+00
 10917.3  1.71106e+00
 10917.9  1.66319e+00
 10918.5  1.59843e+00
 10919.2  1.53540e+00
 10919.8  1.46681e+00
 10920.4  1.37589e+00
 10921.1  1.26269e+00
 10921.7  1.10986e+00
 10922.3  9.85115e-01
 10923.0  1.00122e+00
 10923.6  1.00715e+00
 10924.2  9.52459e-01
 10924.9  1.03948e+00
 10925.5  1.16048e+00
 10926.1  1.20469e+00
 10926.8  1.27419e+00
 10927.4  1.40155e+00
 10928.0  1.53437e+00
 10928.7  1.71767e+00
 10929.3  1.94747e+00
 10929.9  2.15007e+00
 10930.6  2.41733e+00
 10931.2  2.74173e+00
 10931.9  2.94888e+00
 10932.5  3.11301e+00
 10933.1  3.29882e+00
 10933.8  3.43456e+00
 10934.4  3.50028e+00
 10935.0  3.75173e+00
 10935.7  4.03777e+00
 10936.3  4.17161e+00
 10936.9  4.22278e+00
 10937.6  4.25186e+00
 10938.2  4.23547e+00
 10938.8  4.20728e+00
 10939.5  4.13158e+00
 10940.1  4.01176e+00
 10940.7  3.86571e+00
 10941.4  3.65355e+00
 10942.0  3.49314e+00
 10942.6  3.46605e+00
 10943.3  3.42020e+00
 10943.9  3.29269e+00
 10944.5  3.17884e+00
 10945.2  2.93299e+00
 10945.8  2.65684e+00
 10946.4  2.67666e+00
 10947.1  2.61557e+00
 10947.7  2.36943e+00
 10948.3  2.14202e+00
 10949.0  1.95996e+00
 10949.6  1.81437e+00
 10950.3  1.75570e+00
 10950.9  1.72293e+00
 10951.5  1.63309e+00
