|xpos	|ypos	|ra	|dec	|zpmag	|zprms	|flux	|sigflux	|snr	|chi	|sharp	|fluxap	|sigfluxap	|nbadap	|MJD	|HJD	|FWHMSEX                   |
1087.14	982.33	5.08723	59.299827	26.982	1.379	13.2631	80.2296	0.17	1.161	21.43	-163.6501312	270.453409	0	56876.48899	2456876.99	2.05
1085.83	998.7	5.08723	59.299827	27.077	0.131	-56.5608	55.9772	-1.01	0.683	2.768	-338.0975471	288.1716504	0	56882.38472	2456882.886	1.65
1082.29	981.95	5.08723	59.299827	27.067	0.154	99999999	-99.999	inf	0	0	-1288.791773	2016.514846	0	56882.43103	2456882.932	2.85
1082.02	981.76	5.08723	59.299827	27.077	0.121	-167.761	66.5623	-2.52	0.856	-0.073	262.6036917	311.6226259	0	56882.45426	2456882.955	1.75
1086.68	978.93	5.08723	59.299827	27.084	0.115	-738.647	52.529	-14.06	1.215	-0.045	-731.1740113	145.3041121	0	56886.40657	2456886.908	1.85
1080.9	982.16	5.08723	59.299827	26.953	1.717	-690.934	71.6285	-9.65	1.094	0.165	-922.1831495	208.9352664	0	56886.43473	2456886.936	1.85
1090.68	982.04	5.08723	59.299827	27.079	0.055	-670.029	54.3459	-12.33	1.285	0.353	-782.4650837	164.4469356	0	56886.46407	2456886.965	1.75
1092.48	984.73	5.08723	59.299827	26.986	1.726	-544.368	82.4997	-6.6	1.258	0.236	-591.7856751	234.2167472	0	56886.48626	2456886.987	1.75
1094.95	981.75	5.08723	59.299827	27.078	0.056	-493.83	57.1123	-8.65	1.319	0.388	-658.3079007	171.5963409	0	56886.49722	2456886.998	1.85
1094.52	980.43	5.08723	59.299827	27.078	0.087	-556.354	90.8832	-6.12	1.457	0.561	-894.4194378	228.5514196	0	56886.50936	2456887.01	1.85
1096.64	998.97	5.08723	59.299827	27.076	0.083	-152.922	89.5365	-1.71	1.07	2.401	-503.7556781	238.2685207	0	56932.49492	2456932.998	3.05
1097.25	993.31	5.08723	59.299827	27.005	1.615	-498.874	202.027	-2.47	1.783	1.761	-359.0782776	248.670608	0	56932.52231	2456933.026	2.55
1081.07	986.44	5.08723	59.299827	27.08	0.087	-431.417	142.38	-3.03	1.608	1.347	-968.8054586	303.0268808	0	56940.10688	2456940.61	2.35
1083.86	989.7	5.08723	59.299827	27.079	0.057	-588.918	84.2027	-6.99	1.473	0.255	-552.339889	222.9927767	0	56972.2089	2456972.712	2.05
1090.81	989.74	5.08723	59.299827	27.079	0.06	-676.445	97.5132	-6.94	1.581	0.499	-1081.808	228.1629302	0	56972.23176	2456972.735	2.25
1090.04	993.8	5.08723	59.299827	27.074	0.099	218.684	148.6	1.47	1.388	0.289	235.4298216	261.6849134	0	56979.21826	2456979.722	3.35
1095.81	976.99	5.08723	59.299827	27.074	0.212	99999999	-99.999	inf	0	0	701.0301337	689.716448	0	56979.3819	2456979.885	3.45
1088.44	998.03	5.08723	59.299827	27.078	0.069	-6.97718	84.041	-0.08	1.254	3.581	273.1886041	211.612062	0	56980.21221	2456980.716	2.65
1089.59	994.17	5.08723	59.299827	29.159	1.272	99999999	-99.999	inf	0	0	2679.37915	3223.238356	0	56984.21037	2456984.714	4.15
1093.19	989.02	5.08723	59.299827	29.033	1.249	99999999	-99.999	inf	0	0	9372.506653	3283.451367	0	56984.27564	2456984.779	3.05
1093.22	994.28	5.08723	59.299827	27.075	0.076	-308.784	100.094	-3.08	1.303	2.842	-671.3389607	212.1052417	0	56986.22259	2456986.726	3.05
1093.35	986.82	5.08723	59.299827	27.086	0.094	-118.38	118.402	-1	1.369	2.755	-273.1323639	248.8039722	0	56986.28578	2456986.789	3.25
1088.15	998.53	5.08723	59.299827	27.079	0.071	-677.449	66.6547	-10.16	0.958	0.378	-842.8051208	217.4230645	0	56987.20258	2456987.706	2.45
1092.21	995.06	5.08723	59.299827	26.978	1.518	-336.549	289.557	-1.16	3.322	2.958	-1036.626796	300.7156324	0	56987.26433	2456987.768	2.65
1078.73	998.35	5.08723	59.299827	26.947	1.332	103.533	132.935	0.78	1.261	-4.233	-685.5099182	286.7515341	0	56988.16044	2456988.664	2.55
1084.04	990.81	5.08723	59.299827	27.078	0.066	-266.583	94.9865	-2.81	1.41	0.617	-602.806018	220.6431313	0	56989.10013	2456989.603	2.75
1078.44	992	5.08723	59.299827	27.079	0.071	-332.05	72.1863	-4.6	1.041	1.369	-488.5747609	206.8843208	0	56989.16557	2456989.669	2.65
1082.92	995.44	5.08723	59.299827	27.034	1.905	-175.209	180.466	-0.97	2.405	4.098	-205.1101182	268.6011076	0	56990.09579	2456990.599	2.55
1079.26	994.22	5.08723	59.299827	27.079	0.062	-128.003	56.646	-2.26	0.91	0.902	21.6880711	227.2282173	0	56990.15965	2456990.663	2.25
1082.94	994.57	5.08723	59.299827	27.077	0.147	99999999	-99.999	inf	0	0	166.2704761	503.9729345	0	56991.1662	2456991.669	2.95
1074.45	997.05	5.08723	59.299827	27.027	1.515	-159.6	114.368	-1.4	1.102	-0.008	-323.6444092	244.1941155	0	57000.12383	2457000.627	2.25
1082.8	998.21	5.08723	59.299827	27.08	0.088	-140.297	87.0048	-1.61	0.941	-1.677	-24.859952	299.9306558	0	57000.15459	2457000.657	2.35
1077.41	996.4	5.08723	59.299827	27.078	0.057	92.8101	66.9533	1.39	1.172	0.837	310.1093505	204.1393054	0	57001.10524	2457001.608	2.45
1077.02	992.25	5.08723	59.299827	27.083	0.085	-57.5787	58.2582	-0.99	0.961	-0.502	169.9289742	231.4780553	0	57001.13257	2457001.635	2.15
1082.5	990.36	5.08723	59.299827	27.079	0.066	8.03156	80.2668	0.1	1.387	-12.075	-253.7255034	214.3103086	0	57011.12233	2457011.625	2.45
1083.78	992.43	5.08723	59.299827	27.079	0.065	-185.688	80.2189	-2.31	1.366	-0.209	265.0787762	216.2336953	0	57011.14887	2457011.651	2.45
1077.85	927.38	5.08723	59.299827	27.077	0.063	-584.808	77.5443	-7.54	1.277	0.735	-734.6511131	200.1323617	0	57014.10122	2457014.603	2.55
1082.09	928.49	5.08723	59.299827	27.079	0.074	-218.6	115.295	-1.9	1.87	2.141	-351.4565492	219.2114729	0	57014.12328	2457014.625	2.55
1077.39	929.62	5.08723	59.299827	27.039	1.443	-807.097	89.9925	-8.97	0.672	0.067	-564.6133423	199.1554636	0	57015.09928	2457015.601	2.85
1081.8	928.21	5.08723	59.299827	25.642	1.148	-1796.12	112.639	-15.95	1.126	0.244	-1247.861359	222.0497685	0	57015.11895	2457015.621	3.15
1080.69	926.04	5.08723	59.299827	27.081	0.072	-152.447	105.645	-1.44	1.724	1.456	-234.8738658	213.8878078	0	57018.10068	2457018.603	2.55
1085.15	924.69	5.08723	59.299827	27.078	0.07	-273.515	86.4819	-3.16	1.317	1.57	-868.3394245	215.7161445	0	57018.12509	2457018.627	2.45
1080.1	933.71	5.08723	59.299827	27.025	1.512	-1356.8	195.799	-6.93	1.793	-1.169	-825.507205	233.4899209	0	57019.09567	2457019.597	2.85
1081.57	932.01	5.08723	59.299827	27.078	0.068	-611.311	91.2488	-6.7	1.378	0.215	-597.9032608	222.2344308	0	57019.10936	2457019.611	2.35
1080.54	942.88	5.08723	59.299827	27.079	0.071	-110.503	101.798	-1.09	1.543	2.278	-909.730275	253.9528089	0	57030.09887	2457030.6	2.45
1079.97	935.06	5.08723	59.299827	27.079	0.074	-193.483	104.579	-1.85	1.502	2.269	-533.700768	269.9462115	0	57030.16275	2457030.664	2.05
1078.21	942.97	5.08723	59.299827	26.955	1.737	-1058.18	131.982	-8.02	1.19	0.713	-692.5555954	205.4428969	0	57036.11696	2457036.618	3.15
1079.48	948.56	5.08723	59.299827	27.078	0.063	-42.5887	84.7826	-0.5	1.48	3.793	-294.0830547	218.0924714	0	57037.10262	2457037.603	2.35
1078.43	943.35	5.08723	59.299827	27.079	0.076	-132.901	89.7504	-1.48	1.271	1.75	-460.3129906	247.3862285	0	57037.15286	2457037.654	2.25
1077	942.9	5.08723	59.299827	26.955	2.063	-944.913	257.886	-3.66	3.039	0.989	-1338.240403	219.0382044	0	57038.15338	2457038.654	2.75
1077.96	955.54	5.08723	59.299827	27.078	0.062	-285.286	70.5371	-4.04	1.11	0.944	-305.6286038	214.7030579	0	57039.10544	2457039.606	2.55
1078.25	948.35	5.08723	59.299827	27.078	0.062	-183.104	57.9875	-3.16	0.957	0.454	-39.170803	214.0804488	0	57039.13707	2457039.638	2.25
1077.75	951.66	5.08723	59.299827	27.08	0.071	-44.0959	80.3659	-0.55	1.256	2.92	-170.3698675	220.6246842	0	57040.10478	2457040.605	2.45
1076.77	945.44	5.08723	59.299827	26.928	1.557	-1072.92	167.387	-6.41	1.616	-0.465	-850.3229389	243.8018963	0	57040.15436	2457040.655	2.75
1076.56	946.25	5.08723	59.299827	27.087	0.206	254.548	82.9008	3.07	1.985	0.094	151.7039579	208.0755501	0	57041.14765	2457041.648	1.95
1076.53	951.49	5.08723	59.299827	27.082	0.074	12.911	55.7311	0.23	0.868	-1.759	-113.9715603	228.040039	0	57042.10102	2457042.601	2.55
1075.03	947.23	5.08723	59.299827	26.11	1.146	-301.488	118.198	-2.55	1.737	1.754	-499.4489899	247.9783355	0	57042.1477	2457042.648	2.05
1075.36	951.98	5.08723	59.299827	26.933	1.946	-522.992	280.426	-1.86	3.542	1.662	-750.2801833	222.3154036	0	57043.10185	2457043.602	2.55
1075.36	943.44	5.08723	59.299827	27.078	0.069	-158.613	72.9022	-2.18	1.289	2.034	-342.968625	208.1376307	0	57043.14678	2457043.647	2.25
1076.49	959.05	5.08723	59.299827	26.925	1.835	-91.7859	132.288	-0.69	1.452	2.943	-228.7080811	209.7299437	0	57046.10066	2457046.601	2.85
1074.82	951.08	5.08723	59.299827	26.879	1.796	-1092.19	145.814	-7.49	1.49	0.019	-558.6810331	235.3882958	0	57046.14241	2457046.643	3.05
1076.15	950.68	5.08723	59.299827	26.869	1.92	-1670.82	296.141	-5.64	3.246	-0.28	-2016.361656	255.0980139	0	57047.15525	2457047.655	2.85
1071.61	951.15	5.08723	59.299827	27.085	0.095	-757.757	67.5891	-11.21	1.301	0.09	-837.6917217	234.792328	0	57059.10799	2457059.607	1.95
1071.75	949.97	5.08723	59.299827	27.078	0.062	-197.873	100.466	-1.97	1.702	1.995	-1022.18435	222.7918088	0	57059.11758	2457059.617	2.15
1072.14	958.21	5.08723	59.299827	27.081	0.086	-216.999	95.7959	-2.27	1.48	1.32	-540.099396	246.2713408	0	57063.10801	2457063.607	2.05
1070.41	958.04	5.08723	59.299827	26.678	1.425	-376.373	164.732	-2.28	1.503	0.268	-184.495565	381.892063	0	57063.12001	2457063.619	2.05
1070.96	958.04	5.08723	59.299827	26.938	1.761	-320.304	162.328	-1.97	1.807	2.268	-1070.543184	235.4935865	0	57064.1092	2457064.608	2.65
1070.51	954.54	5.08723	59.299827	26.921	1.741	-1333.47	123.815	-10.77	1.255	-0.367	-1080.090738	224.6404287	0	57064.12826	2457064.627	2.55
1062.45	961.66	5.08723	59.299827	27.031	1.62	-511.82	152.745	-3.35	1.651	1.15	-577.0702884	280.7343875	0	57168.46631	2457168.963	2.15
1062.61	958.54	5.08723	59.299827	27.028	1.542	99999999	-99.999	inf	0	0	-1703.249229	504.2290302	0	57169.45627	2457169.953	2.45
1060.67	944.07	5.08723	59.299827	27.041	1.697	-1047.67	168.733	-6.21	1.222	1.16	-1522.001374	343.7253252	0	57179.4764	2457179.974	2.45
1064.45	942.83	5.08723	59.299827	27.112	0.452	-642.523	87.7834	-7.32	1.51	-0.255	-325.7338784	403.8342562	0	57180.45855	2457180.956	1.85
1067.72	947.11	5.08723	59.299827	27.022	2.017	-645.813	131.913	-4.9	1.409	-0.179	-786.219305	241.262799	0	57185.46873	2457185.966	2.55
1072.21	963.18	5.08723	59.299827	26.933	1.592	-1063.05	117.889	-9.02	1.167	0.223	-1231.055428	231.1886325	0	57198.43492	2457198.933	2.25
1073.44	966.33	5.08723	59.299827	26.956	1.903	-220.669	175.94	-1.25	2.308	1.481	-816.3355635	260.7907856	0	57198.46803	2457198.966	2.25
1072.19	970.52	5.08723	59.299827	27.078	0.089	-346.502	60.8353	-5.7	0.926	0.26	-877.0752588	230.2313925	0	57207.48208	2457207.981	1.85
1070.04	958.04	5.08723	59.299827	27.078	0.066	-323.643	77.2463	-4.19	1.426	0.49	-650.1179644	212.445472	0	57210.43863	2457210.937	1.95
1072.37	964.05	5.08723	59.299827	27.073	1.519	21.1164	167.354	0.13	2.21	20.143	1371.717686	366.8309888	0	57210.47753	2457210.976	1.75
1075.65	932.37	5.08723	59.299827	27.081	0.074	-739.005	87.1086	-8.48	1.658	0.583	-1161.703196	194.0633139	0	57214.46127	2457214.96	1.95
1072.44	1230.67	5.08723	59.299827	27.081	0.063	-647.126	49.7946	-13	1.063	0.403	-590.7320585	166.4342425	0	57218.42646	2457218.926	1.85
1075.89	1233.09	5.08723	59.299827	27.08	0.065	-614.277	34.5445	-17.78	0.686	0.161	-668.7921694	167.005914	0	57218.47632	2457218.975	1.85
1079.43	1175.93	5.08723	59.299827	27.023	1.514	99999999	-99.999	inf	0	0	4532.477356	911.0359705	0	57225.45751	2457225.957	1.75
1079.21	1141.52	5.08723	59.299827	27.078	0.046	-869.815	86.7405	-10.03	1.923	0.444	-1123.132821	180.4065481	0	57230.4439	2457230.944	2.05
1079.61	1119.37	5.08723	59.299827	27.08	0.077	-262.254	77.5314	-3.38	0.972	-0.377	166.134375	264.1171995	0	57237.43162	2457237.932	2.05
1074.46	1121.7	5.08723	59.299827	27.027	1.996	447.047	211.841	2.11	1.603	-3.627	-525.4248815	297.5154545	0	57237.48108	2457237.981	2.25
1080.58	1141.85	5.08723	59.299827	27.031	1.439	1736.59	178.341	9.74	2.15	0.078	1278.07785	305.4509014	0	57239.42503	2457239.925	1.75
1074.16	1116.42	5.08723	59.299827	27.079	0.064	-19.4125	133.599	-0.15	2.332	-20.83	934.5637887	242.9264074	0	57239.47012	2457239.971	2.05
1077.31	1123.57	5.08723	59.299827	27.079	0.475	85.7576	123.236	0.7	2.425	4.493	588.0734172	188.0334112	0	57242.35853	2457242.859	2.75
1080.54	1130.62	5.08723	59.299827	27.077	0.052	969.889	152.659	6.35	3.23	0.425	967.2007919	186.0569765	0	57242.40331	2457242.904	2.35
1075.91	1118.92	5.08723	59.299827	27.077	0.06	-29.0912	85.8212	-0.34	1.596	-1.978	78.9008453	188.2101864	0	57245.30272	2457245.803	2.55
1077.52	1125.79	5.08723	59.299827	26.99	1.56	266.99	150.296	1.78	2.162	-1.506	-181.0674437	240.7134116	0	57245.33991	2457245.841	2.15
1076.91	1115.02	5.08723	59.299827	26.998	1.677	45.6351	120.669	0.38	2.109	-5.669	-219.4328531	259.7827435	0	57248.3374	2457248.838	1.65
1081.55	1115.69	5.08723	59.299827	27.077	0.052	-23.3951	55.1958	-0.42	1.874	11.703	-214.9607599	138.0236728	0	57248.37045	2457248.871	1.65
1078.17	1108.6	5.08723	59.299827	27.079	0.057	-427.701	97.4648	-4.39	1.935	1.111	-798.5518403	210.6387232	0	57251.32752	2457251.829	2.05
1080.7	1107.37	5.08723	59.299827	27.105	1.02	-558.279	81.0871	-6.88	1.906	0.352	-752.2270932	164.2452172	0	57251.35716	2457251.858	1.85
1091.52	1053.51	5.08723	59.299827	27.087	0.092	-390.989	72.4274	-5.4	1.144	0.235	-590.9746055	244.7150599	0	57267.43427	2457267.936	1.95
1093.99	1049.29	5.08723	59.299827	27.079	0.078	-393.417	92.9959	-4.23	1.229	0.858	-737.6323591	267.5249041	0	57267.47725	2457267.979	2.15
1081.66	1455.78	5.08723	59.299827	27.077	0.161	99999999	-99.999	inf	0	0	-1090.314904	550.6297621	0	57362.08177	2457362.585	2.65
1082.4	1454.39	5.08723	59.299827	27.073	0.211	99999999	-99.999	inf	0	0	479.7310482	2053.048168	0	57362.09231	2457362.595	2.35
1082.92	1456.31	5.08723	59.299827	27.077	0.184	99999999	-99.999	0	0	0	-957.2852499	825.3007341	0	57363.0808	2457363.584	1.95
1081.28	1457.96	5.08723	59.299827	27.079	0.135	-980.733	116.832	-8.39	1.306	0.064	-984.9874489	346.0369847	0	57363.09105	2457363.594	1.85
1079.39	1440.56	5.08723	59.299827	27.079	0.065	-463.37	74.6445	-6.21	1.28	0.794	-348.0103118	214.4738576	0	57369.08424	2457369.587	2.25
1076.51	1442.25	5.08723	59.299827	27.077	0.061	-156.733	87.3674	-1.79	1.535	2.77	-614.1774904	208.4628191	0	57369.0931	2457369.596	2.45
1077.24	1443.79	5.08723	59.299827	27.078	0.072	-153.435	76.4508	-2.01	1.209	0.551	-222.9650707	239.7506298	0	57374.08289	2457374.585	2.15
1075.99	1441.51	5.08723	59.299827	27.081	0.067	77.5736	77.2699	1	1.185	-0.478	-167.2372412	239.4641372	0	57374.09191	2457374.594	2.05
1077.73	1427.51	5.08723	59.299827	27.078	0.07	-303.107	90.6233	-3.34	1.306	0.609	-460.2561297	218.6789558	0	57400.09411	2457400.595	2.65
1076.56	1425.68	5.08723	59.299827	27.239	1.577	-1093.94	126.347	-8.66	1.204	0.015	-903.8752327	189.2776086	0	57400.10291	2457400.604	3.15
1066.05	1418.64	5.08723	59.299827	27.038	1.72	-2180.72	204.475	-10.66	1.369	-0.438	-1255.598157	226.9450346	0	57425.10432	2457425.604	3.75
1065.93	1417.58	5.08723	59.299827	26.898	1.786	-606.355	258.228	-2.35	1.67	0.165	-1360.416902	204.3587711	0	57425.1106	2457425.61	3.85
1062.31	1411.53	5.08723	59.299827	27.082	0.11	-147.595	106.321	-1.39	1.476	2.016	-701.50247	266.1827741	0	57431.10759	2457431.607	2.05
1062.56	1408.58	5.08723	59.299827	26.993	1.736	-412.1	93.8027	-4.39	1.146	-0.068	-909.6254566	270.4187926	0	57431.11384	2457431.613	1.95
1061.64	1407.93	5.08723	59.299827	27.079	0.09	-152.118	109.79	-1.39	1.444	0.386	-220.0031288	278.5195356	0	57434.12007	2457434.619	2.15
1063.21	1381.07	5.08723	59.299827	27.078	0.086	-261.203	79.4216	-3.29	1.008	0.364	-684.2517758	290.9929395	0	57434.12381	2457434.623	2.15
1082.73	1362.44	5.08723	59.299827	27.08	0.115	-454.966	141.891	-3.21	1.297	1.735	-1156.603703	353.0151457	0	57544.48028	2457544.977	2.35
1073.95	1298.86	5.08723	59.299827	27.08	0.078	-204.772	82.5247	-2.48	1.385	0.335	-531.7757286	230.2193625	0	57552.47619	2457552.974	1.95
1125.44	1326.41	5.08723	59.299827	27.08	0.117	-4.99857	126.587	-0.04	1.105	1.414	-71.3105569	402.7311036	0	57553.48097	2457553.979	2.15
1125.29	1323.41	5.08723	59.299827	27.079	0.072	-216.348	76.9041	-2.81	1.125	0.53	-483.8173432	239.4098076	0	57554.4719	2457554.969	2.25
1123.72	1320.08	5.08723	59.299827	27.077	0.062	14.1352	76.1916	0.19	1.298	-13.93	-377.977376	221.940411	0	57555.4413	2457555.939	2.15
1124.58	1317.97	5.08723	59.299827	27.077	0.06	62.3394	74.394	0.84	1.339	2.732	-289.4866598	225.9904691	0	57555.4413	2457555.939	2.15
1125.92	1319.87	5.08723	59.299827	26.852	1.673	-355.332	175.84	-2.02	1.866	1.342	-363.7290344	305.859468	0	57555.46503	2457555.963	1.95
1125.81	1320.85	5.08723	59.299827	27.08	0.063	68.7565	59.611	1.15	1.219	-2.733	-28.9717856	198.2818862	0	57555.46503	2457555.963	1.95
1135.39	1314.71	5.08723	59.299827	27.082	0.095	-349.631	106.923	-3.27	1.116	1.308	-1013.799358	289.9214498	0	57564.44525	2457564.943	2.35
1135.96	1315.44	5.08723	59.299827	27.081	0.095	-380.563	116.377	-3.27	1.284	-0.109	-642.9149723	303.6538883	0	57564.45274	2457564.951	2.35
1140.17	1320.51	5.08723	59.299827	27.079	0.135	-606.143	109.773	-5.52	0.951	0.309	-683.2830624	348.7962341	0	57567.48385	2457567.982	2.35
1135.01	1299.37	5.08723	59.299827	27.075	0.061	-679.912	82.867	-8.2	1.307	0.244	-564.7301053	203.585447	0	57577.4716	2457577.97	2.65
1133.6	1297.19	5.08723	59.299827	27.079	0.063	-576.022	83.1867	-6.92	1.342	0.063	-575.1857508	212.0075294	0	57578.4553	2457578.954	2.25
1132.87	1299.46	5.08723	59.299827	27.082	0.062	-100.886	91.3452	-1.1	1.54	0.2	-450.1646759	211.4403106	0	57578.4553	2457578.954	2.25
1136.13	1297.21	5.08723	59.299827	27.081	0.118	-466.596	95.1492	-4.9	1.014	-0.908	-689.5494083	292.3621677	0	57578.48498	2457578.984	2.35
1136.37	1297.01	5.08723	59.299827	27.082	0.118	-490.666	90.6574	-5.41	0.977	-0.789	-743.1025123	291.0678746	0	57578.48498	2457578.984	2.35
1137.13	1320.99	5.08723	59.299827	27.077	0.056	-529.467	87.2134	-6.07	1.571	0.563	-786.1412824	191.7210758	0	57584.45806	2457584.957	2.45
1136.71	1318.74	5.08723	59.299827	26.921	1.975	-813.478	174.768	-4.65	1.956	0.641	-816.796628	198.5915644	0	57585.44955	2457585.949	3.15
1136.71	1318.79	5.08723	59.299827	27.073	0.069	-784.654	98.4545	-7.97	1.498	0.056	-1037.886711	184.29736	0	57585.44955	2457585.949	3.15
1137.79	1322.58	5.08723	59.299827	27.078	0.083	-714.593	102.099	-7	1.205	0.021	-758.6876438	248.8360112	0	57585.48817	2457585.987	2.75
1135.44	1318.37	5.08723	59.299827	27.081	0.08	-634.572	69.4003	-9.14	0.765	0.069	-599.6080534	257.3699034	0	57586.43409	2457586.933	2.45
1139.02	1321.8	5.08723	59.299827	27.076	0.062	-797.584	67.0126	-11.9	1.011	0.316	-995.2278409	202.7562704	0	57586.47677	2457586.976	2.65
1147.75	1316.81	5.08723	59.299827	27.078	0.067	-498.633	81.9056	-6.09	1.139	0.174	-625.136598	232.8749302	0	57596.45579	2457596.956	2.15
1143.25	1318.05	5.08723	59.299827	27.08	0.071	-670.889	97.417	-6.89	1.221	0.279	-705.0518536	252.9159054	0	57596.4886	2457596.989	2.35
1147.76	1316.27	5.08723	59.299827	27.077	0.059	-687.785	72.7885	-9.45	1.05	-0.061	-965.8868925	223.704216	0	57599.46419	2457599.964	2.35
1145.32	1312.86	5.08723	59.299827	27.079	0.061	-401.885	66.1549	-6.07	0.944	0.167	-426.5630514	245.0093223	0	57600.48294	2457600.983	2.05
1145.96	1313.51	5.08723	59.299827	27.078	0.06	-641.548	86.1827	-7.44	1.325	0.258	-557.3905453	234.5765839	0	57601.47029	2457601.97	2.25
1145.52	1315.49	5.08723	59.299827	27.078	0.059	-772.952	87.6242	-8.82	1.237	0.412	-974.4697071	227.5776415	0	57602.47299	2457602.973	2.35
1144.44	1315.26	5.08723	59.299827	27.078	0.057	-824.219	69.4202	-11.87	1.031	0.156	-930.8087638	234.2221545	0	57603.47215	2457603.972	2.15
1151.42	1282.42	5.08723	59.299827	27.077	0.053	-637.916	74.8544	-8.52	1.261	0.311	-698.6237675	195.6013133	0	57607.42403	2457607.925	2.35
1150.29	1284.68	5.08723	59.299827	27.079	0.054	-593.223	75.8321	-7.82	1.275	0.492	-1114.561014	199.269141	0	57607.4755	2457607.976	2.45
1151.85	1280.2	5.08723	59.299827	27.077	0.057	-565.699	79.124	-7.15	1.335	0.126	-616.324915	206.0431048	0	57608.42244	2457608.923	2.45
1147.96	1282.12	5.08723	59.299827	27.077	0.056	-649.918	71.3217	-9.11	1.147	-0.155	-635.9890031	203.3814088	0	57608.46314	2457608.964	2.35
1149.85	1274.74	5.08723	59.299827	27.077	0.064	-902.325	93.2875	-9.67	1.567	0.397	-1241.595577	192.280934	0	57610.37778	2457610.879	2.65
1152.68	1276.07	5.08723	59.299827	27.079	0.059	-899.97	63.4196	-14.19	0.969	0.138	-1123.897701	205.6791347	0	57610.40956	2457610.91	2.25
1141.84	1274.78	5.08723	59.299827	27.079	0.081	-114.929	95.1906	-1.21	1.198	-2.089	-229.7410997	294.7171516	0	57614.27914	2457614.78	2.05
1144.64	1275.4	5.08723	59.299827	27.08	0.076	-156.639	55.6495	-2.81	1.087	1.006	-560.5715803	194.5752782	0	57614.31513	2457614.816	1.85
1160.22	1305.25	5.08723	59.299827	27.08	0.131	-662.249	158.437	-4.18	1.037	0.121	-1428.43865	445.5385801	0	57621.48494	2457621.986	2.35
1158.35	1304.45	5.08723	59.299827	27.079	0.153	99999999	-99.999	0	0	0	-1394.617965	615.6277692	0	57621.51178	2457622.013	2.25
1159.88	1301.31	5.08723	59.299827	27.08	0.131	-549.537	155.899	-3.52	1.067	0.362	-838.9055015	453.7392131	0	57625.51741	2457626.019	2.25
1159.27	1299.6	5.08723	59.299827	27.077	0.058	-845.917	80.0332	-10.57	1.302	0.165	-1065.695892	214.2110309	0	57627.49786	2457628	2.35
1159.22	1300.27	5.08723	59.299827	27.077	0.06	-787.073	79.1222	-9.95	1.244	0.509	-1188.059335	216.6974261	0	57627.50277	2457628.004	2.45
1160.32	1305.43	5.08723	59.299827	27.078	0.063	-730.899	76.3358	-9.57	1.173	0.299	-961.8305012	204.1951596	0	57630.48997	2457630.992	2.65
1151.62	1293.84	5.08723	59.299827	27.076	0.067	-466.799	80.4215	-5.8	1.087	1.579	-399.3323996	211.1724295	0	57637.50613	2457638.008	2.65
1149.44	1294.96	5.08723	59.299827	27.079	0.121	-710.679	142.497	-4.99	1.125	-0.331	-694.7778808	374.9676942	0	57637.52178	2457638.024	2.55
1153.89	1292.8	5.08723	59.299827	27.078	0.055	-438.643	64.3419	-6.82	1.374	0.172	-552.7997053	188.5301594	0	57643.49325	2457643.996	2.25
1153.74	1291.35	5.08723	59.299827	27.078	0.057	-489.297	71.308	-6.86	1.384	-0.08	-720.1275291	199.5547302	0	57643.51429	2457644.017	2.35
1147.67	1297.45	5.08723	59.299827	27.073	0.064	-870.35	107.916	-8.07	1.607	0.235	-1102.950165	191.0009754	0	57655.28962	2457655.793	3.25
1144.53	1300.62	5.08723	59.299827	27.077	0.058	-558.259	82.7103	-6.75	1.388	-0.294	-624.9016348	191.1119961	0	57657.31213	2457657.815	2.95
1144.37	1294.76	5.08723	59.299827	27.078	0.056	-540.305	58.0397	-9.31	1.048	0.222	-394.015441	216.6679572	0	57660.32479	2457660.828	2.05
1148.06	1293.16	5.08723	59.299827	27.077	0.052	-843.082	88.0291	-9.58	1.723	0.358	-925.596771	193.0925312	0	57666.32325	2457666.827	2.45
1142.11	1293.98	5.08723	59.299827	27.074	0.15	99999999	-99.999	0	0	0	-1448.698953	768.7001396	0	57669.2852	2457669.789	3.05
1143.95	1283.22	5.08723	59.299827	27.079	0.074	-71.3011	77.5245	-0.92	1.041	0.77	-359.0419949	258.0678422	0	57673.20179	2457673.705	2.55
1142.25	1287.5	5.08723	59.299827	27.079	0.073	-853.765	81.4342	-10.48	1.043	0.549	-1211.851255	248.7985973	0	57681.27201	2457681.776	2.65
1145.4	1276.79	5.08723	59.299827	27.079	0.115	-334.475	73.4327	-4.55	0.739	0.407	-263.1554714	341.8089407	0	57734.08192	2457734.585	1.95
1140.46	1278	5.08723	59.299827	27.079	0.151	99999999	-99.999	inf	0	0	-331.3892709	586.0738969	0	57734.10719	2457734.61	2.25
1143.07	1281.3	5.08723	59.299827	27.075	0.143	99999999	-99.999	0	0	0	214.4529274	715.9182039	0	57736.08384	2457736.586	1.95
1143.79	1279.16	5.08723	59.299827	27.078	0.224	99999999	-99.999	inf	0	0	-532.4848781	730.6461861	0	57736.08384	2457736.586	1.95
1139.6	1279.18	5.08723	59.299827	27.079	0.213	99999999	-99.999	inf	0	0	761.0297401	630.7691625	0	57736.10299	2457736.605	1.95
1142.01	1279.95	5.08723	59.299827	27.08	0.096	-369.15	126.055	-2.93	1.222	1.168	-429.7593713	356.0153746	0	57737.08603	2457737.588	2.55
